区域,标题,总价,单价,位置,信息 
广元,老城南街，简装大四房，中间楼层位置好可做营业房, 83万,"4,703元/平", 嘉学巷19号附1号    -  老城 ,4室2厅 | 176.5平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,出行方便，户型方正，居住方便舒适，, 78万,"5,493元/平", 东城市场宿舍    -  东坝 ,3室2厅 | 142平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,水岸华府一楼带花园，鸟语花香，业主急卖, 98万,"10,172元/平", 水岸华府    -  万源 ,3室2厅 | 96.35平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据
广元,南河大三室双卫房东急卖................, 125万,"11,905元/平", 天作之城    -  南河 ,3室2厅 | 105平米 | 南 | 其他 | 低楼层(共18层)  | 暂无数据
广元,此房出售，红星广场，采光很好，小区环境好。, 72万,"6,729元/平", 红星商业广场    -  雪峰 ,3室2厅 | 107平米 | 南 | 其他 | 低楼层(共33层)  | 暂无数据
广元,水榭花都 高人文素质小区 精装修  满五唯一 诚心出售, 118万,"9,219元/平", 水榭花都    -  东坝 ,3室2厅 | 128平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,缤纷家园B区 3室2厅 南, 68万,"6,072元/平", 缤纷家园B区    -  东坝 ,3室2厅 | 112平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,汤山玫瑰园 4室2厅2卫 152.36平米 可以小刀, 62万,"4,070元/平", 汤山国际社区    -  东坝 ,4室2厅 | 152.36平米 | 东南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,南河 高档小区七室*大房子出售., 100万,"5,781元/平", 和谐人家    -  南河 ,7室3厅 | 173平米 | 东南 | 其他 | 高楼层(共17层)  | 暂无数据
广元,南河大三房低价出售！交通方便，配套齐全！, 72万,"4,478元/平", 广电家园    -  南河 ,3室2厅 | 160.8平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据
广元,托斯卡纳 3室2厅 东南, 117万,"13,296元/平", 托斯卡纳    -  万源 ,3室2厅 | 88平米 | 东南 | 精装 | 低楼层(共32层)  | 暂无数据
广元,雪峰 电梯 两居室   房屋出售, 62万,"7,841元/平", 八二一小区    -  雪峰 ,2室2厅 | 79.08平米 | 北 南 | 其他 | 低楼层(共6层)  | 暂无数据
广元,南河大三室双卫房东急卖......., 158万,"11,880元/平", 瑾瑞逸城    -  南河 ,3室2厅 | 133平米 | 南 | 其他 | 低楼层(共7层)  | 暂无数据
广元,上西高铁旁 电梯精装三房双卫 有小区配套 急售, 72万,"6,624元/平", 少熙岭秀    -  上西坝 ,3室2厅 | 108.7平米 | 南 | 其他 | 中楼层(共24层)  | 塔楼
广元,此小区 交通便利 小区环境干净舒适 适合居住, 92万,"6,014元/平", 金龙小区    -  南河 ,3室2厅 | 153平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据
广元,雪峰电梯小区  三室电梯清水房。, 75万,"8,336元/平", 阳光利州公馆    -  雪峰 ,3室1厅 | 89.98平米 | 西 | 其他 | 低楼层(共32层)  | 板塔结合
广元,维多利亚 江景房跃层 精装 随时可住, 70万,"10,897元/平", 维多利亚    -  下西坝 ,3室1厅 | 64.24平米 | 南 | 其他 | 低楼层(共31层)  | 暂无数据
广元,南河派出宿舍  交通便利 小区环境干净舒适 适合居住, 60万,"5,085元/平", 南河派出宿舍    -  南河 ,3室2厅 | 118平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,利州广场附 近   简装三室 带车位出售  税也少, 128万,"9,079元/平", 恒星城东区    -  东坝 ,3室2厅 | 141平米 | 西 东 | 其他 | 低楼层(共6层)  | 暂无数据
广元,巴黎时光 2室2厅 东, 65万,"8,025元/平", 巴黎时光    -  雪峰 ,2室2厅 | 81平米 | 东 | 其他 | 高楼层(共33层)  | 板楼
广元,大户型，朝向好采光好，地段好，配套设施齐全, 98万,"5,676元/平", 利源小区    -  东坝 ,3室3厅 | 172.66平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据
广元,维多利亚江景房  三居室精装修 拎包入住, 70万,"10,904元/平", 维多利亚    -  下西坝 ,3室2厅 | 64.2平米 | 西南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,铂金轻奢地段，双证齐全，价格实惠，空气流通, 300万,"14,219元/平", 绿茵新城    -  东坝 ,5室2厅 | 211平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据
广元,老城凤凰唐城 大三室 诚心出售 精装 看房方便, 87.8万,"8,284元/平", 天立凤凰唐城    -  东坝 ,3室2厅 | 106平米 | 西北 | 其他 | 低楼层(共33层)  | 暂无数据
广元,上西坝大三房。。万科花园。。。。。, 62万,"6,327元/平", 兴和万科花园    -  上西坝 ,3室2厅 | 98平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,老城精装电梯 三室双卫 户型方正 明厨明卫 厨房大阳台, 130万,"11,404元/平", 宏亨广府    -  老城 ,3室2厅 | 114平米 | 南 | 其他 | 低楼层(共21层)  | 塔楼
广元,同福小区 4室  交通便利 小区环境干净舒适 适合居住, 105万,"6,364元/平", 同福小区    -  南河 ,4室2厅 | 165平米 | 东南 | 其他 | 中楼层(共16层)  | 暂无数据
广元,织布厂家属区 2室1厅 东, 28万,"4,843元/平", 织布厂家属区    -  老城 ,2室1厅 | 57.82平米 | 东 | 其他 | 中楼层(共8层)  | 暂无数据
广元,汤山玫瑰华庭 3室2厅2卫 118平米 62万, 62万,"5,255元/平", 汤山国际社区    -  东坝 ,3室2厅 | 118平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,翡翠城 2室2厅 北, 87万,"8,718元/平", 翡翠城    -  东坝 ,2室2厅 | 99.8平米 | 北 | 其他 | 中楼层(共26层)  | 板楼
广元,江南怡园 3室2厅 北, 90万,"6,667元/平", 江南怡园    -  南河 ,3室2厅 | 135平米 | 北 | 其他 | 高楼层(共6层)  | 板楼
广元,织布厂家属区 2室1厅 东, 28万,"4,843元/平", 织布厂家属区    -  老城 ,2室1厅 | 57.82平米 | 东 | 其他 | 中楼层(共8层)  | 暂无数据
广元,汤山玫瑰华庭 3室2厅2卫 118平米 62万, 62万,"5,255元/平", 汤山国际社区    -  东坝 ,3室2厅 | 118平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,江南怡园 3室2厅 北, 90万,"6,667元/平", 江南怡园    -  南河 ,3室2厅 | 135平米 | 北 | 其他 | 高楼层(共6层)  | 板楼
广元,东坝东城公寓套四户型小区封闭式管理。。。。, 110万,"6,667元/平", 东城公寓    -  东坝 ,4室2厅 | 165平米 | 西北 | 其他 | 高楼层(共7层)  | 暂无数据
广元,此小区交通便利 小区环境干净舒适 适合居住, 85万,"5,313元/平", 移动小区    -  南河 ,4室2厅 | 160平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,总价低，紧凑小三居，出大门就是学，，校，品质小区, 75万,"7,813元/平", 学府华庭    -  东坝 ,3室2厅 | 96平米 | 南 | 其他 | 中楼层(共14层)  | 暂无数据
广元,上西坝 火车站旁 单价五千五的套三双卫 低楼层, 62万,"5,255元/平", 利都苑    -  上西坝 ,3室2厅 | 118平米 | 南 北 | 其他 | 低楼层(共6层)  | 暂无数据
广元,劳动大厦旁，满五年税少，看房方便, 65万,"6,990元/平", 广元市农业局办公二区宿舍    -  东坝 ,3室2厅 | 93平米 | 东南 | 其他 | 低楼层(共6层)  | 暂无数据
广元,大型品质小区，大三室，精装修，带车位出售, 110万,"9,566元/平", 维多利亚    -  下西坝 ,3室2厅 | 115平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,东坝平桥精装婚房江景套二，业主急售, 48万,"6,616元/平", 利州东路一段405号    -  东坝 ,2室2厅 | 72.56平米 | 南 | 其他 | 高楼层(共8层)  | 暂无数据
广元,万源繁华地段紧靠江边·精装大套四业主诚心出售, 298万,"13,245元/平", 滨利阳光    -  万源 ,4室2厅 | 225平米 | 东南 | 其他 | 低楼层(共26层)  | 暂无数据
广元,此房发诚心出售，小区环境幽静，配套齐全, 64万,"7,592元/平", 春馨苑小区    -  雪峰 ,2室2厅 | 84.3平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,南河大三室双卫房东急卖..............., 85万,"6,250元/平", 陵江御苑    -  南河 ,3室2厅 | 136平米 | 东 | 其他 | 中楼层(共6层)  | 板塔结合
广元,宝鑫苑 3室2厅1厨2卫 交通便利  小区环境干净舒适, 86万,"5,897元/平", 宝鑫苑    -  南河 ,3室2厅 | 145.84平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据
广元,此房出售，小区环境好，户型方正, 64万,"9,697元/平", 欧锦城    -  雪峰 ,2室2厅 | 66平米 | 北 | 其他 | 高楼层(共30层)  | 板楼
广元,房型紧凑，设计好，格局好，采光好。方便实用。, 70万,"6,364元/平", 红星商业广场    -  雪峰 ,3室2厅 | 110平米 | 南 | 其他 | 中楼层(共33层)  | 暂无数据
广元,户型方正，小区环境好，房子采光好, 110万,"9,566元/平", 正黄金域香江    -  南河 ,3室2厅 | 115平米 | 西南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,南河大型小区 4室交通便利 小区环境干净舒适 适合居住, 120万,"7,742元/平", 两江嘉苑    -  南河 ,4室2厅 | 155平米 | 北 | 其他 | 低楼层(共6层)  | 暂无数据
广元,东坝单价5000多套三小区房急售 随时可签, 79万,"5,603元/平", 祥和公寓    -  东坝 ,3室2厅 | 141平米 | 北 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,锦典家园小区 交通便利小区环境干净舒适适合居住, 98万,"7,212元/平", 锦典家园    -  东坝 ,3室2厅 | 135.89平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,多层，带大花园，三室二厅二卫，清水，户型方正, 115万,"9,584元/平", 开云世家    -  南河 ,3室2厅 | 120平米 | 南 | 其他 | 低楼层(共6层)  | 暂无数据
广元,花园小区  交通便利 小区环境干净舒适 适合居住, 60万,"6,458元/平", 花园小区    -  上西坝 ,2室2厅 | 92.91平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,春馨苑小区 2室2厅 南, 55万,"6,509元/平", 春馨苑小区    -  雪峰 ,2室2厅 | 84.5平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,南河河边大型小区中间楼层房东诚意出售！！！！, 90万,"7,260元/平", 玉树家园    -  南河 ,3室2厅 | 123.97平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,电梯，三室，精装，户型方正，采光 充足, 128万,"9,965元/平", 江南星城    -  南河 ,3室2厅 | 128.45平米 | 西南 | 其他 | 低楼层(共32层)  | 暂无数据
广元,澳门湾 3室2厅 南, 145万,"11,789元/平", 澳门湾    -  雪峰 ,3室2厅 | 123平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据
广元,位于嘉陵江畔，小区环境优美，三室二厅二卫，中间楼层, 95万,"7,197元/平", 都市春天    -  南河 ,3室2厅 | 132平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,郑南雅居 2室2厅1厨2卫  交通便利 适合居住, 60万,"5,264元/平", 郑南雅居    -  南河 ,2室2厅 | 114平米 | 西北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,南河精装修两居电梯房诚心出售！, 62万,"10,235元/平", 印象南岸    -  南河 ,2室2厅 | 60.58平米 | 东 | 其他 | 高楼层(共23层)  | 暂无数据
广元,此房诚心出售，福康花园，小区环境好, 60万,"7,148元/平", 福康花园小区    -  雪峰 ,3室2厅 | 83.95平米 | 南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,此房，出行方便，户型方正，居住方便舒适, 64万,"8,000元/平", 龙湾    -  下西坝 ,3室2厅 | 80平米 | 东南 | 其他 | 高楼层(共30层)  | 暂无数据
广元,此房读书方便，3室精装，小区停车方便，适合居住, 98万,"8,167元/平", 广信锦城    -  东坝 ,3室2厅 | 120平米 | 东南 | 其他 | 低楼层(共11层)  | 暂无数据
广元,百货大厦3-1-1-1，小区停车方便安全，适合居住。, 58万,"5,858元/平", 广元市委宿舍    -  东坝 ,3室1厅 | 99.01平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,接官亭社区 2室2厅 东南, 48万,"5,701元/平", 接官亭社区    -  南河 ,2室2厅 | 84.2平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,116厂    精装修    关门卖   2房2厅1厨1卫, 45万,"5,625元/平", 东坝116厂宿舍小区    -  东坝 ,2室2厅 | 80平米 | 北 | 其他 | 高楼层(共6层)  | 暂无数据
广元,上西套五带门面，带储藏室共280平，仅售85万, 85万,"5,527元/平", 花园小区    -  上西坝 ,5室1厅 | 153.8平米 | 南 | 其他 | 中楼层(共5层)  | 暂无数据
广元,此房满二，证件齐全。区环境幽静, 58万,"4,532元/平", 花园小区    -  上西坝 ,3室2厅 | 128平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,花园小区 2室2厅 小区环境干净舒适 适合居住, 53万,"6,496元/平", 花园小区    -  上西坝 ,2室2厅 | 81.59平米 | 东南 | 其他 | 中楼层(共7层)  | 暂无数据
广元,维多利亚精装跃层 买了就能拎包入住 合适年轻人, 75万,"11,539元/平", 维多利亚    -  下西坝 ,3室1厅 | 65平米 | 南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,佳欣苑 4室2厅 西南, 188万,"10,330元/平", 佳欣苑    -  东坝 ,4室2厅 | 182平米 | 西南 | 其他 | 低楼层(共6层)  | 暂无数据
广元,龙湾 3室2厅 东南, 65万,"6,583元/平", 龙湾    -  下西坝 ,3室2厅 | 98.74平米 | 东南 | 其他 | 中楼层(共29层)  | 暂无数据
广元,雪峰两室，户型大，装修好，价格便宜，交通便利。, 43万,"4,778元/平", 120厂宿舍    -  东坝 ,2室2厅 | 90平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,雪峰八二一精装套二出售，位置优越小区环境好。, 62万,"6,740元/平", 八二一小区    -  雪峰 ,2室2厅 | 92平米 | 东 | 其他 | 低楼层(共18层)  | 暂无数据
广元,金燕综合楼  3室2厅1厨1卫  适合居住 户型方正, 68万,"5,812元/平", 金燕综合楼    -  南河 ,3室2厅 | 117平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,老城南街，简装大四房，中间楼层位置好可做营业房, 83万,"4,703元/平", 嘉学巷19号附1号    -  老城 ,4室2厅 | 176.5平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,此房满两年，户型紧凑简装，即可拎包入住，, 78万,"9,513元/平", 天悦府    -  万源 ,2室2厅 | 82平米 | 东 | 其他 | 高楼层(共28层)  | 暂无数据
广元,此房诚心出售，红星广场，户型方正, 70万,"6,035元/平", 红星商业广场    -  雪峰 ,3室2厅 | 116平米 | 北 | 其他 | 低楼层(共33层)  | 暂无数据
广元,龙湾小区 三室两厅 交通便利 小区环境干净舒适, 48万,"5,781元/平", 龙湾    -  下西坝 ,3室2厅 | 83.04平米 | 南 | 其他 | 中楼层(共30层)  | 暂无数据
广元,世纪城龙湾，电梯三居室，清水房，带平台出售！, 70万,"8,046元/平", 龙湾    -  下西坝 ,3室2厅 | 87平米 | 南 | 其他 | 低楼层(共28层)  | 暂无数据
广元,转盘路赛格旁 龙眼花园中装两室 停车方便有小区环境, 55万,"5,861元/平", 龙眼花园    -  东坝 ,2室2厅 | 93.85平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,东坝小两室房东急卖..........., 30万,"4,490元/平", 120厂宿舍    -  东坝 ,2室1厅 | 66.83平米 | 北 | 其他 | 高楼层(共6层)  | 暂无数据
广元,精装套三，电梯房。环境优美，户型方正通风很好。, 62万,"5,167元/平", 汤山国际社区    -  东坝 ,3室2厅 | 120平米 | 南 | 精装 | 中楼层(共31层)  | 暂无数据
广元,交通便利 小区环境干净舒适 适合居住, 84万,"5,891元/平", 二棉纺厂宿舍    -  南河 ,3室2厅 | 142.6平米 | 北 | 其他 | 中楼层(共8层)  | 暂无数据
广元,120厂宿舍 2室2厅 南, 56万,"6,154元/平", 120厂宿舍    -  东坝 ,2室2厅 | 91平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,跃层精装   房东诚心出售 看房方便, 65万,"10,656元/平", 维多利亚    -  下西坝 ,2室2厅 | 61平米 | 东南 | 其他 | 中楼层(共31层)  | 暂无数据
广元,3室2厅1厨1卫。房东诚心出售·····, 98万,"10,000元/平", 天悦府    -  万源 ,3室2厅 | 98平米 | 北 | 其他 | 高楼层(共28层)  | 暂无数据
广元,优质房源·房东诚心出售····, 75万,"9,567元/平", 地质家园    -  雪峰 ,2室2厅 | 78.4平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据
广元,新小区  精装套四   优质地段, 118万,"10,086元/平", 普罗旺斯一期    -  雪峰 ,4室2厅 | 117平米 | 东南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,优质房源·诚心出售······, 115万,"10,689元/平", 万达中央华城    -  万源 ,3室2厅 | 107.59平米 | 西 | 其他 | 低楼层(共31层)  | 塔楼
广元,清水房···诚心出售·····, 78万,"8,672元/平", 阳光利州公馆    -  雪峰 ,3室2厅 | 89.95平米 | 西南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,此房读书方便，3室精装，小区停车方便，适合居住, 98万,"8,167元/平", 广信锦城    -  东坝 ,3室2厅 | 120平米 | 东南 | 其他 | 低楼层(共11层)  | 暂无数据
广元,百货大厦3-1-1-1，小区停车方便安全，适合居住。, 58万,"5,858元/平", 广元市委宿舍    -  东坝 ,3室1厅 | 99.01平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,接官亭社区 2室2厅 东南, 48万,"5,701元/平", 接官亭社区    -  南河 ,2室2厅 | 84.2平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,116厂    精装修    关门卖   2房2厅1厨1卫, 45万,"5,625元/平", 东坝116厂宿舍小区    -  东坝 ,2室2厅 | 80平米 | 北 | 其他 | 高楼层(共6层)  | 暂无数据
广元,锦典家园小区 交通便利小区环境干净舒适适合居住, 98万,"7,212元/平", 锦典家园    -  东坝 ,3室2厅 | 135.89平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,东坝单价5000多套三小区房急售 随时可签, 79万,"5,603元/平", 祥和公寓    -  东坝 ,3室2厅 | 141平米 | 北 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,此房诚心出售，红星广场，户型方正, 70万,"6,035元/平", 红星商业广场    -  雪峰 ,3室2厅 | 116平米 | 北 | 其他 | 低楼层(共33层)  | 暂无数据
广元,龙湾小区 三室两厅 交通便利 小区环境干净舒适, 48万,"5,781元/平", 龙湾    -  下西坝 ,3室2厅 | 83.04平米 | 南 | 其他 | 中楼层(共30层)  | 暂无数据
广元,转盘路赛格旁 龙眼花园中装两室 停车方便有小区环境, 55万,"5,861元/平", 龙眼花园    -  东坝 ,2室2厅 | 93.85平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,交通便利 小区环境干净舒适 适合居住, 84万,"5,891元/平", 二棉纺厂宿舍    -  南河 ,3室2厅 | 142.6平米 | 北 | 其他 | 中楼层(共8层)  | 暂无数据
广元,南河精装大三房，业主诚心出售，无增值税，无个税！, 82万,"6,508元/平", 亚星名苑    -  南河 ,3室2厅 | 126平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,3室2厅1厨1卫。房东诚心出售·····, 98万,"10,000元/平", 天悦府    -  万源 ,3室2厅 | 98平米 | 北 | 其他 | 高楼层(共28层)  | 暂无数据
广元,优质房源·房东诚心出售····, 75万,"9,567元/平", 地质家园    -  雪峰 ,2室2厅 | 78.4平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据
广元,碧桂园2居精装，满二，带车位，紧靠万达的高品质小区, 75万,"9,147元/平", 广元碧桂园    -  雪峰 ,2室2厅 | 82平米 | 南 | 其他 | 低楼层(共32层)  | 塔楼
广元,利兴公寓4室2厅，简装，可直接拎包入住, 85万,"4,803元/平", 利兴公寓    -  东坝 ,4室2厅 | 177平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,花式小区   小高层   楼层好  采光足  2室2厅1厨1卫, 50万,"6,908元/平", 学府华庭    -  东坝 ,2室2厅 | 72.38平米 | 南 | 其他 | 中楼层(共14层)  | 暂无数据
广元,东坝116厂宿舍小区 3室2厅 东南, 45万,"4,688元/平", 东坝116厂宿舍小区    -  东坝 ,3室2厅 | 96平米 | 东南 | 毛坯 | 高楼层(共18层)  | 暂无数据
广元,东坝三居室诚售， 出行方便 户型方正 居住方便, 80万,"6,300元/平", 泰和园    -  东坝 ,3室2厅 | 127平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,120厂宿舍 2室2厅 南, 56万,"6,154元/平", 120厂宿舍    -  东坝 ,2室2厅 | 91平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,东坝小两室房东急卖..........., 30万,"4,490元/平", 120厂宿舍    -  东坝 ,2室1厅 | 66.83平米 | 北 | 其他 | 高楼层(共6层)  | 暂无数据
广元,万源水岸华府三房双卫，价格可刀, 113万,"9,374元/平", 水岸华府    -  万源 ,3室2厅 | 120.55平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据
广元,东坝跃式，屋顶花园........, 180万,"7,259元/平", 老年公寓    -  东坝 ,5室3厅 | 248平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,天福苑小区 4室2厅 交通便利 小区环境 干净舒适 ., 103万,"5,509元/平", 添福苑    -  东坝 ,4室2厅 | 187平米 | 东 | 其他 | 高楼层(共6层)  | 暂无数据
广元,优质房源·诚心出售······, 115万,"10,689元/平", 万达中央华城    -  万源 ,3室2厅 | 107.59平米 | 西 | 其他 | 低楼层(共31层)  | 塔楼
广元,清水房···诚心出售·····, 78万,"8,672元/平", 阳光利州公馆    -  雪峰 ,3室2厅 | 89.95平米 | 西南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,刚交房的优质小区   小区门口就是音乐喷泉, 120万,"10,435元/平", 恒昌如意湖畔    -  万源 ,3室2厅 | 115平米 | 南 | 其他 | 低楼层(共28层)  | 暂无数据
广元,新小区  精装套四   优质地段, 118万,"10,086元/平", 普罗旺斯一期    -  雪峰 ,4室2厅 | 117平米 | 东南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,南河套二电梯精装房，关门卖价格可谈, 70万,"7,778元/平", 皇都首座    -  南河 ,2室2厅 | 90平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据
广元,此房是大三房加一个书房  房子重新粉刷过   户型方正, 72万,"5,854元/平", 玉树家园    -  南河 ,3室2厅 | 123平米 | 西北 | 其他 | 低楼层(共6层)  | 暂无数据
广元,跃层精装   房东诚心出售 看房方便, 65万,"10,656元/平", 维多利亚    -  下西坝 ,2室2厅 | 61平米 | 东南 | 其他 | 中楼层(共31层)  | 暂无数据
广元,新小区  精装套四   优质地段, 118万,"10,086元/平", 普罗旺斯一期    -  雪峰 ,4室2厅 | 117平米 | 东南 | 其他 | 高楼层(共31层)  | 暂无数据
广元,广元碧桂园 套三精装房 小区绿化好 停车方便, 92万,"8,071元/平", 广元碧桂园    -  雪峰 ,3室2厅 | 114平米 | 南 北 | 其他 | 低楼层(共32层)  | 暂无数据
广元,东坝 民政局家属院 简装三居室 南北通透, 58万,"6,187元/平", 广元市民政局家属院    -  东坝 ,3室2厅 | 93.75平米 | 南 北 | 其他 | 高楼层(共6层)  | 暂无数据
广元,南河人民医院宿舍小区 2室2厅 交通便利 适合居住, 38万,"4,368元/平", 南河人民医院宿舍    -  南河 ,2室2厅 | 87平米 | 东南 | 其他 | 高楼层(共8层)  | 暂无数据
广元,开云世家 2室2厅 交通便利 小区环境干净舒适 适合居住, 76万,"8,787元/平", 开云世家    -  南河 ,2室2厅 | 86.5平米 | 南 | 其他 | 中楼层(共24层)  | 暂无数据
广元,奥体旁震后精装大两居，单价八千+ 视野开阔价格可少, 79万,"8,877元/平", 澳门湾    -  雪峰 ,2室2厅 | 89平米 | 东南 | 其他 | 高楼层(共18层)  | 暂无数据
广元,南河邮政公寓宿舍，新楼，六楼带花园出售，高层采光好, 105万,"8,678元/平", 邮政公寓    -  南河 ,5室3厅 | 121平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,位于利州东路，道路宽敞，出行方便，......, 49万,"5,348元/平", 工贸小区    -  东坝 ,3室2厅 | 91.63平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,云盘梁清水大套三  即买即装  什么风格都可以装, 85万,"7,797元/平", 天立凤凰唐城    -  东坝 ,3室2厅 | 109.03平米 | 东南 | 其他 | 高楼层(共33层)  | 暂无数据
广元,邦泰康郡 精装洋房套三双卫 马上满两年哈, 135万,"12,981元/平", 邦泰康郡    -  东坝 ,3室2厅 | 104平米 | 南 北 | 其他 | 中楼层(共7层)  | 暂无数据
广元,此房未满两年，出行方便，户型方正，居住方便舒适, 94万,"9,640元/平", 天立凤凰唐城    -  东坝 ,3室2厅 | 97.52平米 | 西北 | 精装 | 低楼层(共33层)  | 暂无数据
广元,交通便利   小区环境干净舒适     适合居住, 97万,"5,389元/平", 宏福苑    -  南河 ,5室3厅 | 180平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据
广元,优质房源·房东诚心出售····, 75万,"9,567元/平", 地质家园    -  雪峰 ,2室2厅 | 78.4平米 | 南 | 其他 | 低楼层(共17层)  | 暂无数据
广元,碧桂园2居精装，满二，带车位，紧靠万达的高品质小区, 75万,"9,147元/平", 广元碧桂园    -  雪峰 ,2室2厅 | 82平米 | 南 | 其他 | 低楼层(共32层)  | 塔楼
广元,此房是大三房加一个书房  房子重新粉刷过   户型方正, 72万,"5,854元/平", 玉树家园    -  南河 ,3室2厅 | 123平米 | 西北 | 其他 | 低楼层(共6层)  | 暂无数据
广元,东坝三居室诚售， 出行方便 户型方正 居住方便, 80万,"6,300元/平", 泰和园    -  东坝 ,3室2厅 | 127平米 | 南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,南河套二电梯精装房，关门卖价格可谈, 70万,"7,778元/平", 皇都首座    -  南河 ,2室2厅 | 90平米 | 南 | 其他 | 高楼层(共11层)  | 暂无数据
广元,刚交房的优质小区   小区门口就是音乐喷泉, 120万,"10,435元/平", 恒昌如意湖畔    -  万源 ,3室2厅 | 115平米 | 南 | 其他 | 低楼层(共28层)  | 暂无数据
广元,万源水岸华府三房双卫，价格可刀, 113万,"9,374元/平", 水岸华府    -  万源 ,3室2厅 | 120.55平米 | 南 | 其他 | 低楼层(共30层)  | 暂无数据
广元,东坝116厂宿舍小区 3室2厅 东南, 45万,"4,688元/平", 东坝116厂宿舍小区    -  东坝 ,3室2厅 | 96平米 | 东南 | 毛坯 | 高楼层(共18层)  | 暂无数据
广元,铂金地段，户型方正，有电梯，小区环境优质，不满二, 92万,"7,932元/平", 启明星花园    -  东坝 ,3室2厅 | 116平米 | 南 | 其他 | 高楼层(共11层)  | 板楼
广元,南河批发市场旁边三楼套四出售，只要88万, 88万,"5,177元/平", 福森宝业    -  南河 ,4室2厅 | 170平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据
广元,皇都首座，三室两厅一厨房，，精装修, 80万,"8,081元/平", 皇都首座    -  南河 ,3室2厅 | 99平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
广元,广元环卫局宿舍 3室2厅 东 东南, 90万,"5,733元/平", 广元环卫局宿舍    -  南河 ,3室2厅 | 157平米 | 东 东南 | 其他 | 高楼层(共6层)  | 暂无数据
